date,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
2021-05-25,8.5,8.5,8.4,8.45,23800
2021-05-26,8.45,8.5,8.35,8.4,16300
2021-05-27,8.35,8.4,8.35,8.4,8800
2021-05-28,8.4,8.5,8.4,8.4,12700
2021-05-31,8.4,8.45,8.35,8.4,5300
2021-06-01,8.45,8.45,8.35,8.4,8600
2021-06-02,8.45,8.45,8.4,8.4,1100
2021-06-03,8.35,8.45,8.35,8.4,3400
2021-06-04,8.35,8.45,8.35,8.45,2800
2021-06-07,8.45,8.5,8.35,8.45,7700
2021-06-08,8.4,8.4,8.3,8.35,22800
2021-06-09,8.3,8.4,8.3,8.4,8300
2021-06-10,8.4,8.5,8.35,8.5,9600
2021-06-11,8.45,8.45,8.4,8.4,1500
2021-06-14,8.45,8.5,8.4,8.4,4400
2021-06-15,8.5,8.5,8.4,8.45,4200
2021-06-16,8.5,8.55,8.45,8.45,18600
2021-06-17,8.45,8.65,8.45,8.6,15800
2021-06-18,8.6,8.6,8.45,8.45,22600
2021-06-21,8.55,8.6,8.5,8.55,15900
2021-06-22,8.6,8.6,8.55,8.55,2900
2021-06-23,8.5,8.55,8.45,8.55,14800
2021-06-24,8.5,8.55,8.45,8.55,1000
2021-06-25,8.5,8.55,8.45,8.45,1600
2021-06-28,8.55,8.55,8.45,8.45,200
2021-06-29,8.5,8.55,8.45,8.45,7400
2021-06-30,8.5,8.5,8.45,8.5,5400
2021-07-01,8.45,8.55,8.45,8.55,15400
2021-07-02,8.55,8.55,8.45,8.45,600
2021-07-05,8.45,8.5,8.45,8.5,5600
2021-07-06,8.55,8.55,8.45,8.45,13200
2021-07-07,8.5,8.55,8.5,8.55,800
2021-07-08,8.45,8.55,8.45,8.55,1000
2021-07-09,8.55,8.55,8.45,8.45,1800
2021-07-12,8.5,8.5,8.45,8.45,6700
2021-07-13,8.5,8.5,8.45,8.5,2900
2021-07-14,8.5,8.5,8.5,8.5,200
2021-07-15,8.45,8.45,8.4,8.45,2400
2021-07-16,8.4,8.45,8.35,8.45,5500
2021-07-19,8.35,8.4,8.25,8.3,16600
2021-07-20,8.35,8.35,8.3,8.35,2900
2021-07-21,8.3,8.55,8.3,8.55,13600
2021-07-22,8.45,8.5,8.4,8.5,4200
2021-07-23,8.5,8.55,8.45,8.55,3700
2021-07-26,8.55,8.55,8.45,8.5,1100
2021-07-27,8.5,8.5,8.45,8.45,1600
2021-07-28,8.45,8.45,8.15,8.4,11300
2021-07-29,8.4,8.4,8.3,8.35,12200
2021-07-30,8.3,8.35,8.3,8.35,500
2021-08-02,8.4,8.45,8.35,8.45,5700
2021-08-03,8.45,8.6,8.45,8.55,13000
2021-08-04,8.45,8.5,8.45,8.45,500
