date,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
2022-03-25,213.1,219.32,205.72,210.7,10677100
2022-03-28,210.58,210.7,205.64,208.5,7829500
2022-03-29,208.56,209.7,195.0,200.28,13444200
2022-03-30,204.5,208.4,201.0,204.62,5852700
2022-03-31,205.02,211.0,204.66,209.74,10121700
2022-04-01,210.82,217.34,209.84,215.0,11591700
2022-04-04,217.48,225.82,211.5,217.5,7927100
2022-04-05,216.24,217.44,202.14,209.86,7499900
2022-04-06,209.82,215.0,206.0,211.5,4769000
2022-04-07,212.58,214.16,207.0,210.5,3936200
2022-04-08,210.6,212.02,206.64,211.12,4227800
2022-04-11,211.98,213.92,209.0,210.06,3220900
2022-04-12,210.12,211.84,208.16,209.9,3717600
2022-04-13,208.96,209.84,207.2,207.94,1845200
2022-04-14,207.98,208.48,198.3,200.04,4292800
2022-04-15,200.0,203.0,196.0,202.4,4463500
2022-04-18,202.54,205.0,197.72,198.86,2656700
2022-04-19,199.0,200.84,192.88,196.76,4911200
2022-04-20,197.06,205.9,194.5,205.9,6605000
2022-04-21,205.7,205.7,198.3,204.54,5640400
2022-04-22,202.94,203.0,196.52,197.0,7052400
2022-04-25,201.88,202.0,197.08,199.0,5323100
2022-04-26,199.3,210.88,199.16,209.94,6612000
2022-04-27,209.8,212.84,207.1,212.72,5764400
2022-04-28,213.0,214.86,209.0,210.0,5362300
2022-04-29,210.34,215.64,210.14,215.5,5209000
2022-05-04,215.34,216.0,213.0,213.52,3606800
2022-05-05,215.0,215.5,213.58,215.44,2150900
2022-05-06,215.02,218.5,214.3,217.66,4306500
2022-05-11,217.4,217.48,210.5,213.3,5588700
2022-05-12,213.04,214.2,210.5,212.38,3548800
2022-05-13,213.02,214.1,211.04,212.0,2186400
2022-05-16,212.22,214.18,212.1,213.64,2844900
2022-05-17,213.72,214.88,213.4,213.48,4815000
2022-05-18,213.56,217.0,213.5,214.16,4682100
2022-05-19,214.5,214.92,212.12,213.0,2422600
2022-05-20,213.12,214.0,206.5,207.0,6428700
2022-05-23,206.42,207.48,197.08,198.0,7381500
2022-05-24,198.8,202.22,196.0,200.1,5913200
2022-05-25,201.58,202.46,199.06,200.8,2699400
2022-05-26,201.2,205.0,200.72,201.98,5691600
2022-05-27,202.0,204.5,200.5,201.62,5303000
2022-05-30,202.24,202.86,199.36,201.32,4586800
2022-05-31,201.32,202.0,200.02,201.9,3768100
2022-06-01,202.5,204.28,200.7,204.16,3748100
2022-06-02,204.3,205.0,199.54,201.54,6940700
2022-06-03,202.02,204.8,201.06,203.14,5884000
2022-06-06,203.38,207.2,202.5,202.94,5617900
2022-06-07,203.5,203.7,198.1,202.0,5584100
2022-06-08,202.0,202.62,200.52,201.34,4935700
2022-06-09,201.48,203.48,199.0,203.1,8644900
2022-06-10,193.5,195.54,192.66,194.9,9403300
2022-06-14,193.98,193.98,190.02,191.02,5074400
2022-06-15,191.04,191.56,188.18,190.4,6892300
2022-06-16,190.48,194.78,189.72,193.7,6960700
